,acc,val_acc,loss,val_loss
0,0.5893750190734863,0.7049999833106995,0.7067217230796814,0.5645606517791748
1,0.6324999928474426,0.7774999737739563,0.6536262631416321,0.4703611135482788
2,0.6487500071525574,0.6974999904632568,0.6368569135665894,0.617226243019104
3,0.6981250047683716,0.7574999928474426,0.5927944779396057,0.4636433720588684
4,0.7181249856948853,0.7300000190734863,0.5698594450950623,0.5195156335830688
5,0.7181249856948853,0.7375000119209291,0.5569170117378235,0.5197255611419678
6,0.7200000286102295,0.7850000262260437,0.5399741530418396,0.4413153827190399
7,0.7512500286102295,0.8125,0.5196484923362732,0.3966061472892761
8,0.7562500238418579,0.8374999761581421,0.5022957324981691,0.3648008406162262
9,0.7618749737739563,0.8224999904632568,0.5028457045555115,0.3792320489883423
10,0.7737500071525574,0.8625000119209291,0.4868128299713135,0.3377004563808441
11,0.7774999737739563,0.8324999809265137,0.4829681813716888,0.3808524608612061
12,0.7774999737739563,0.8274999856948853,0.4528685808181762,0.37334954738616943
13,0.7875000238418579,0.8224999904632568,0.4649215042591095,0.3575484156608581
14,0.7993749976158142,0.8149999976158142,0.4459382593631744,0.38063034415245056
15,0.7900000214576721,0.8274999856948853,0.4594761729240418,0.3375707566738129
16,0.8012499809265137,0.8625000119209291,0.4410861134529114,0.31344375014305115
17,0.8056250214576721,0.8399999737739563,0.4361341595649719,0.3138349950313568
18,0.8012499809265137,0.8500000238418579,0.4281535744667053,0.31585514545440674
19,0.7993749976158142,0.8500000238418579,0.4320714175701141,0.31966060400009155
20,0.8087499737739563,0.8575000166893005,0.4299257397651672,0.36285850405693054
21,0.8075000047683716,0.8625000119209291,0.41398262977600103,0.3275608718395233
22,0.8131250143051147,0.8324999809265137,0.4212001860141754,0.33903899788856506
23,0.8174999952316284,0.8550000190734863,0.407843679189682,0.3214559853076935
24,0.8181250095367432,0.8500000238418579,0.4135713577270508,0.3143219649791717
25,0.8243749737739563,0.8625000119209291,0.4199691414833069,0.3164721429347992
26,0.8187500238418579,0.8600000143051147,0.4022639989852905,0.3067191541194916
27,0.8349999785423279,0.8575000166893005,0.3888330459594727,0.3065212368965149
28,0.8287500143051147,0.8650000095367432,0.40981268882751465,0.296762079000473
29,0.8312500119209291,0.8399999737739563,0.3938833475112915,0.3153094947338104
30,0.8349999785423279,0.8525000214576721,0.39561012387275696,0.31258541345596313
