,acc,val_acc,loss,val_loss
0,0.548749983,0.6875,0.726118445,0.630886555
1,0.578750014,0.704999983,0.6850412490000001,0.552699983
2,0.59937501,0.6875,0.675736248,0.673954368
3,0.638125002,0.74000001,0.654204309,0.55417639
4,0.640625,0.714999974,0.642822266,0.594289422
5,0.6481249929999999,0.720000029,0.630546212,0.564264536
6,0.66187501,0.7300000190000001,0.6271255020000001,0.552425146
7,0.676874995,0.7699999809999999,0.615706384,0.5008987189999999
8,0.668749988,0.7300000190000001,0.619351268,0.5032440420000001
9,0.689374983,0.75999999,0.6012940410000001,0.510522664
10,0.69312501,0.7749999759999999,0.596400976,0.47553277
11,0.704375029,0.7749999759999999,0.58389926,0.490325481
12,0.6918749809999999,0.737500012,0.589102983,0.523282051
13,0.7074999809999999,0.7724999790000001,0.576927662,0.470956117
14,0.716875017,0.7699999809999999,0.56989938,0.494037896
15,0.706250012,0.800000012,0.5636523370000001,0.487131208
16,0.7256249790000001,0.795000017,0.563974321,0.480319679
17,0.7250000240000001,0.782500029,0.568000555,0.476877719
18,0.704375029,0.782500029,0.564734221,0.470762968
19,0.74000001,0.800000012,0.550416231,0.465824038
20,0.718124986,0.8050000070000001,0.5443997979999999,0.455313325
21,0.720000029,0.800000012,0.553346574,0.461896896
22,0.732500017,0.7900000209999999,0.540736675,0.456673205
23,0.734375,0.807500005,0.55724901,0.450973332
24,0.7231249809999999,0.814999998,0.5605489610000001,0.447100729
25,0.7418749929999999,0.795000017,0.534730554,0.439826936
26,0.733124971,0.80250001,0.5568710570000001,0.455590844
27,0.7568749790000001,0.797500014,0.5205087070000001,0.467891991
28,0.731875002,0.807500005,0.541075647,0.444379985
29,0.753125012,0.80250001,0.53426981,0.440370142
30,0.764999986,0.817499995,0.524817944,0.424497336
31,0.746249974,0.8125,0.5207137470000001,0.425200701
32,0.731875002,0.795000017,0.54011488,0.445056558
33,0.750625014,0.8199999929999999,0.525220096,0.421846986
34,0.7593749759999999,0.8125,0.511392891,0.423982352
35,0.737500012,0.814999998,0.5380548239999999,0.424685061
36,0.747500002,0.8199999929999999,0.513730466,0.422246575
37,0.753750026,0.824999988,0.508657396,0.443080723
38,0.7418749929999999,0.810000002,0.522538185,0.429411441
39,0.764999986,0.810000002,0.5035048129999999,0.424565434
40,0.768124998,0.8050000070000001,0.5186825389999999,0.426774561
41,0.7724999790000001,0.824999988,0.495667905,0.405104041
42,0.753125012,0.800000012,0.5040046570000001,0.455420077
43,0.767499983,0.817499995,0.5144524570000001,0.417732507
44,0.77125001,0.829999983,0.488847196,0.396034688
45,0.7581250070000001,0.807500005,0.51209861,0.437974751
46,0.77562499,0.8199999929999999,0.491106212,0.424586713
47,0.7743750209999999,0.810000002,0.489998817,0.447459191
48,0.781875014,0.827499986,0.497039706,0.413255423
49,0.7699999809999999,0.824999988,0.5056054,0.418121487
50,0.760625005,0.8324999809999999,0.489012837,0.411462754
51,0.760625005,0.8324999809999999,0.502333224,0.394622684
52,0.7887499929999999,0.795000017,0.478186458,0.450118303
53,0.767499983,0.800000012,0.496696353,0.410000682
54,0.776250005,0.8199999929999999,0.4803967770000001,0.420703501
55,0.7768750190000001,0.827499986,0.476228476,0.394506365
56,0.770624995,0.7875000240000001,0.4943144920000001,0.446308911
57,0.7718750240000001,0.817499995,0.489798725,0.403430164
58,0.783749998,0.829999983,0.479193509,0.395418525
59,0.776250005,0.814999998,0.478681803,0.392006755
60,0.7749999759999999,0.8199999929999999,0.481156856,0.388567656
61,0.764374971,0.8374999759999999,0.500595272,0.403158695
62,0.779375017,0.829999983,0.481939912,0.396930814
