,acc,val_acc,loss,val_loss
0,0.5681250095367432,0.625,0.6944547891616821,0.6860023736953735
1,0.6487500071525574,0.7475000023841858,0.6511364579200745,0.5736108422279358
2,0.6662499904632568,0.7300000190734863,0.6372373104095459,0.6156246066093445
3,0.675000011920929,0.7774999737739563,0.6251102685928345,0.5323256850242615
4,0.6800000071525574,0.6675000190734863,0.6215865612030029,0.6077957153320312
5,0.7087500095367432,0.8274999856948853,0.583342969417572,0.4345441460609436
6,0.7256249785423279,0.7699999809265137,0.5667648911476135,0.5000078082084656
7,0.7456250190734863,0.7099999785423279,0.5478348135948181,0.5959476232528687
8,0.7387499809265137,0.8000000119209291,0.5585736632347107,0.4609464406967163
9,0.7606250047683716,0.7925000190734863,0.5312991738319397,0.4374514818191528
10,0.7731249928474426,0.8224999904632568,0.5045825839042664,0.3963960409164429
11,0.7562500238418579,0.7975000143051147,0.5139125585556029,0.4181174337863922
12,0.7743750214576721,0.8399999737739563,0.4940967261791229,0.3902978599071503
13,0.7831249833106995,0.8450000286102295,0.4869891107082367,0.3629090785980225
14,0.7875000238418579,0.8224999904632568,0.4765010476112366,0.3806596100330353
15,0.7943750023841858,0.8374999761581421,0.468108594417572,0.3702752590179443
16,0.7868750095367432,0.8399999737739563,0.4694893956184387,0.3642650842666626
17,0.7868750095367432,0.8625000119209291,0.466803252696991,0.36704662442207336
18,0.8006250262260437,0.8550000190734863,0.4516050219535828,0.3638782799243927
19,0.8231250047683716,0.8575000166893005,0.4373526275157929,0.36188387870788574
20,0.7962499856948853,0.8424999713897705,0.4503778219223023,0.3827974200248718
21,0.8012499809265137,0.8399999737739563,0.4547989368438721,0.35419762134552
22,0.8149999976158142,0.8324999809265137,0.4187471270561218,0.3645143508911133
23,0.7912499904632568,0.8249999880790709,0.4536881148815155,0.3873381018638611
24,0.8043749928474426,0.8399999737739563,0.4314359426498413,0.3747199773788452
25,0.8181250095367432,0.8324999809265137,0.4182283282279968,0.3732553124427795
26,0.8187500238418579,0.8349999785423279,0.4219299554824829,0.3812330365180969
27,0.8125,0.8399999737739563,0.4248310923576355,0.3756502866744995
28,0.8224999904632568,0.8349999785423279,0.4220457375049591,0.3652387261390686
29,0.8087499737739563,0.8374999761581421,0.43286263942718506,0.36251842975616455
30,0.8162500262260437,0.8525000214576721,0.4216736853122711,0.3626041114330292
31,0.8193749785423279,0.8424999713897705,0.4220236241817473,0.36393433809280396
32,0.8212500214576721,0.8475000262260437,0.42000091075897217,0.3595503270626068
33,0.8199999928474426,0.8500000238418579,0.4013593196868897,0.3603924512863159
34,0.8224999904632568,0.8450000286102295,0.4129555821418762,0.3489997982978821
35,0.8424999713897705,0.8625000119209291,0.3960127234458923,0.3481432199478149
36,0.8312500119209291,0.8450000286102295,0.39710304141044617,0.3454737365245819
37,0.8349999785423279,0.8550000190734863,0.394633412361145,0.335103452205658
